end_thanks.stopped,finish_train.started,instructions.stopped,mouse_random.midButton,trials.thisIndex,mouse_random.time,mouse_random.corr,surprise_relavent_mouse.rightButton,trials.ran,conf_mouse.leftButton,conf_mouse_irrellevant.midButton,__session,train_mouse.time,mouse_random.leftButton,surprise.started,trial.stopped,trials.thisN,surprise_irrelavent_mouse.leftButton,training.thisIndex,flower_color,train_mouse.clicked_name,train_mouse.leftButton,conf_mouse_irrellevant.x,training.thisRepN,surprise_relavent_mouse.leftButton,conf_mouse.y,surprise_relavent_mouse.clicked_name,trial_mouse.time,prolific_id,surprise_loop.thisRepN,train_mouse.corr,conf_mouse.clicked_name,surprise_relavent_mouse.x,train_mouse.y,surprise_irrelavent_mouse.x,psychopyVersion,done_read_finish_train.duration,surprise_relavent,conf_mouse_irrellevant.clicked_name,__datetime,surprise.stopped,surprise_irrelavent_mouse.midButton,end_thanks.started,date,surprise_irrelavent_mouse.corr,surprise_relavent_mouse.time,response_box_trial.stopped,surprise_relavent_mouse.y,surprise_loop.thisTrialN,pot_image_file,trials.thisRepN,trials.thisTrialN,train.stopped,surprise_loop.thisN,mouse_random.clicked_name,vase_color,done_read_finish_train.rt,confidence_question.started,train.started,wrong_answer_train.stopped,training.thisN,response_box_relavent_surprise.stopped,training.order,trial_mouse.clicked_name,surprise_irrelavent_mouse.rightButton,trial_mouse.midButton,pot_duration,trial_mouse.leftButton,surprise_loop.thisIndex,relevent,trial.started,wrong_answer_train.started,confidence_in_irrelavent.stopped,conf_mouse_irrellevant.y,responce_box_train.started,response_box_surprise.stopped,instructions.started,surprise_relavent_mouse.corr,participant,train_mouse.rightButton,responce_box_train.stopped,surprise_relavent_mouse.midButton,training.ran,expName,OS,confidence_question.stopped,trial_mouse.rightButton,surprise_irrelavent_mouse.y,trial_mouse.y,conf_mouse.time,random_task.started,response_box_surprise.started,__experimentName,conf_mouse.midButton,train_mouse.midButton,surprise_irrelavent_mouse.clicked_name,relevent_train,relevant_object,frameRate,conf_mouse.rightButton,conf_mouse_irrellevant.leftButton,__participant,trial_mouse.corr,language,surprise_loop.ran,train_mouse.x,irrelevent_surprise,done_read_finish_train.keys,conf_mouse.x,surprise_irrelavent_mouse.time,trial_mouse.x,response_box_relavent_surprise.started,training.thisTrialN,confidence_in_irrelavent.started,mouse_random.y,finish_train.stopped,conf_mouse_irrellevant.time,random_task.stopped,response_box_trial.started,mouse_random.x,mouse_random.rightButton,conf_mouse_irrellevant.rightButton
﻿,,,[0],0,[1.022800000000288],[1],,1,[1],,SESSION,,[1],,93.2551,21,,,yellow,,,,,,[-108],,[2.216300000000274],67cdb331bee8f29618d631dd,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,97.5218,,,resources/pots/yellow_green.jpg,0,21,,,"[""num_4"",""num_4""]",green,,97.5219,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,91.2555,,,,,,,,427215,,,,,test3103025,Win32,99.0216,[0],,[-108],[1.499700000000189],93.2551,,test,[0],,,poly_1_train,vase,59.88023952,[0],,427215,[1],English,,,poly_1_surprise,,[-95],,[-95],,,,[-98],,,95.3053,95.3054,[102],[0],
﻿,,,[],6,[],[],,1,[],,SESSION,,[],,101.0217,22,,,green,,,,,,[],,[0.4828999999999013],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,101.5053,,,resources/pots/green_orange.jpg,0,22,,,[],orange,,101.5054,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,99.022,,,,,,,,427215,,,,,test3103025,Win32,101.5056,[0],,[-124],[],101.0217,,test,[],,,poly_0_train,vase,59.88023952,[],,427215,[1],English,,,poly_0_surprise,,[],,[-282],,,,[],,,101.022,101.0221,[],[],
﻿,,,[],34,[],[],,1,[],,SESSION,,[],,103.5051,23,,,red,,,,,,[],,[0.333100000000087],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,103.8384,,,resources/pots/red_green.jpg,0,23,,,[],green,,103.8384,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,101.5067,,,,,,,,427215,,,,,test3103025,Win32,103.8385,[0],,[-116],[],103.5051,,test,[],,,poly_1_train,vase,59.88023952,[],,427215,[1],English,,,poly_1_surprise,,[],,[-114],,,,[],,,103.5051,103.5052,[],[],
﻿,,,[],22,[],[],,1,[1],,SESSION,,[],,105.8384,24,,,yellow,,,,,,[-104],,[0.29980000000027474],67cdb331bee8f29618d631dd,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,106.1384,,,resources/pots/yellow_green.jpg,0,24,,,[],green,,106.1384,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,103.8388,,,,,,,,427215,,,,,test3103025,Win32,106.9383,[0],,[-115],[0.7998000000002747],105.8384,,test,[0],,,poly_1_train,vase,59.88023952,[0],,427215,[1],English,,,poly_1_surprise,,[-98],,[-106],,,,[],,,105.8385,105.8385,[],[],
﻿,,,[],8,[],[],,1,[],,SESSION,,[],,108.9384,25,,,red,,,,,,[],,[0.4164999999999992],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,109.3551,,,resources/pots/red_green.jpg,0,25,,,[],green,,109.3551,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,106.9386,,,,,,,,427215,,,,,test3103025,Win32,109.3551,[0],,[-104],[],108.9384,,test,[],,,poly_1_train,vase,59.88023952,[],,427215,[1],English,,,poly_1_surprise,,[],,[-98],,,,[],,,108.9384,108.9385,[],[],
﻿,,,[],4,[],[],,1,[],,SESSION,,[],,111.3552,26,,,green,,,,,,[],,[0.5495999999996286],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,111.905,,,resources/pots/green_purple.jpg,0,26,,,[],purple,,111.905,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,109.3556,,,,,,,,427215,,,,,test3103025,Win32,111.905,[0],,[-93],[],111.3552,,test,[],,,poly_2_train,vase,59.88023952,[],,427215,[1],English,,,poly_2_surprise,,[],,[76],,,,[],,,111.3553,111.3553,[],[],
﻿,,,[],11,[],[],,1,[1],,SESSION,,[],,113.905,27,,,lightblue,,,,,,[-99],,[0.40010000000009427],67cdb331bee8f29618d631dd,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,114.3051,,,resources/pots/lightblue_green.jpg,0,27,,,[],green,,114.3051,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,111.9054,,,,,,,,427215,,,,,test3103025,Win32,115.0383,[0],,[-99],[0.7331000000000927],113.905,,test,[0],,,poly_1_train,vase,59.88023952,[0],,427215,[1],English,,,poly_1_surprise,,[-87],,[-87],,,,[],,,113.905,113.905,[],[],
﻿,,,[],24,[],[],,1,[],,SESSION,,[],,117.0385,28,,,red,,,,,,[],,[0.7161999999997306],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,117.755,,,resources/pots/red_deepblue.jpg,0,28,,,[],deepblue,,117.7551,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,115.0388,,,,,,,,427215,,,,,test3103025,Win32,117.7552,[0],,[-94],[],117.0386,,test,[],,,poly_3_train,vase,59.88023952,[],,427215,[1],English,,,poly_3_surprise,,[],,[282],,,,[],,,117.0386,117.0387,[],[],
﻿,,,[],12,[],[],,1,[],,SESSION,,[],,119.7551,29,,,red,,,,,,[],,[0.3329999999999984],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,120.0883,,,resources/pots/red_deepblue.jpg,0,29,,,[],deepblue,,120.0883,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,117.7555,,,,,,,,427215,,,,,test3103025,Win32,120.0884,[0],,[-100],[],119.7551,,test,[],,,poly_3_train,vase,59.88023952,[],,427215,[1],English,,,poly_3_surprise,,[],,[288],,,,[],,,119.7551,119.7551,[],[],
﻿,,,[],29,[],[],,1,[],,SESSION,,[],,122.0884,30,,,lightblue,,,,,,[],,[0.583100000000087],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,122.6717,,,resources/pots/lightblue_purple.jpg,0,30,,,[],purple,,122.6717,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,120.0888,,,,,,,,427215,,,,,test3103025,Win32,122.6718,[0],,[-99],[],122.0884,,test,[],,,poly_2_train,vase,59.88023952,[],,427215,[1],English,,,poly_2_surprise,,[],,[112],,,,[],,,122.0884,122.0885,[],[],
﻿,,,[],27,[],[],,1,[],,SESSION,,[],,124.6717,31,,,lightblue,,,,,,[],,[0.7665000000000077],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,125.4384,,,resources/pots/lightblue_orange.jpg,0,31,,,[],orange,,125.4384,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,122.6722,,,,,,,,427215,,,,,test3103025,Win32,125.4385,[0],,[-104],[],124.6718,,test,[],,,poly_0_train,vase,59.88023952,[],,427215,[1],English,,,poly_0_surprise,,[],,[-318],,,,[],,,124.6718,124.6718,[],[],
﻿,,,[],16,[],[],,1,[],,SESSION,,[],,127.4385,32,,,yellow,,,,,,[],,[0.3329999999999984],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,127.7718,,,resources/pots/yellow_deepblue.jpg,0,32,,,[],deepblue,,127.7718,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,125.4388,,,,,,,,427215,,,,,test3103025,Win32,127.7718,[0],,[-95],[],127.4385,,test,[],,,poly_3_train,vase,59.88023952,[],,427215,[1],English,,,poly_3_surprise,,[],,[274],,,,[],,,127.4386,127.4386,[],[],
﻿,,,[],18,[],[],,1,[],,SESSION,,[],,129.7717,33,,,lightblue,,,,,,[],,[0.30000000000001137],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,130.0719,,,resources/pots/lightblue_green.jpg,0,33,,,[],green,,130.0719,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,127.7723,,,,,,,,427215,,,,,test3103025,Win32,130.072,[0],,[-106],[],129.7717,,test,[],,,poly_1_train,vase,59.88023952,[],,427215,[1],English,,,poly_1_surprise,,[],,[-103],,,,[],,,129.7717,129.7718,[],[],
﻿,,,[],25,[],[],,1,[1],,SESSION,,[],,132.0717,34,,,lightblue,,,,,,[-110],,[0.29970000000017194],67cdb331bee8f29618d631dd,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,132.3716,,,resources/pots/lightblue_purple.jpg,0,34,,,[],purple,,132.3717,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,130.0723,,,,,,,,427215,,,,,test3103025,Win32,133.3049,[0],,[-103],[0.9331999999997151],132.0717,,test,[0],,,poly_2_train,vase,59.88023952,[0],,427215,[1],English,,,poly_2_surprise,,[-91],,[107],,,,[],,,132.0718,132.0719,[],[],
﻿,,,[],9,[],[],,1,[],,SESSION,,[],,135.305,35,,,green,,,,,,[],,[0.44979999999981146],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,135.755,,,resources/pots/green_orange.jpg,0,35,,,[],orange,,135.7551,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,133.3053,,,,,,,,427215,,,,,test3103025,Win32,135.7551,[0],,[-117],[],135.3051,,test,[],,,poly_0_train,vase,59.88023952,[],,427215,[1],English,,,poly_0_surprise,,[],,[-303],,,,[],,,135.3051,135.3052,[],[],
﻿,,,[],39,[],[],,1,[],,SESSION,,[],,137.7551,36,,,yellow,,,,,,[],,[0.24979999999982283],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,138.005,,,resources/pots/yellow_green.jpg,0,36,,,[],green,,138.0051,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,135.7555,,,,,,,,427215,,,,,test3103025,Win32,138.0052,[0],,[-114],[],137.7551,,test,[],,,poly_1_train,vase,59.88023952,[],,427215,[1],English,,,poly_1_surprise,,[],,[-90],,,,[],,,137.7551,137.7552,[],[],
﻿,,,[],10,[],[],,1,[],,SESSION,,[],,140.005,37,,,red,,,,,,[],,[0.5332000000001926],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,140.5384,,,resources/pots/red_deepblue.jpg,0,37,,,[],deepblue,,140.5384,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,138.0055,,,,,,,,427215,,,,,test3103025,Win32,140.5384,[0],,[-95],[],140.005,,test,[],,,poly_3_train,vase,59.88023952,[],,427215,[1],English,,,poly_3_surprise,,[],,[305],,,,[],,,140.005,140.0051,[],[],
﻿,,,[],23,[],[],,1,[1],,SESSION,,[],,142.5384,38,,,yellow,,,,,,[-108],,[0.26629999999980214],67cdb331bee8f29618d631dd,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,142.805,,,resources/pots/yellow_deepblue.jpg,0,38,,,[],deepblue,,142.805,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,140.5388,,,,,,,,427215,,,,,test3103025,Win32,143.7216,[0],,[-103],[0.9166000000000736],142.5385,,test,[0],,,poly_3_train,vase,59.88023952,[0],,427215,[1],English,,,poly_3_surprise,,[-119],,[291],,,,[],,,142.5385,142.5385,[],[],
﻿,,,[],30,[],[],,1,[],,SESSION,,[],,145.7218,39,,,red,,,,,,[],,[0.3163000000002967],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,146.0384,,,resources/pots/red_purple.jpg,0,39,,,[],purple,,146.0384,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,143.722,,,,,,,,427215,,,,,test3103025,Win32,146.0385,[0],,[-101],[],145.7218,,test,[],,,poly_2_train,vase,59.88023952,[],,427215,[1],English,,,poly_2_surprise,,[],,[71],,,,[],,,145.7218,145.722,[],[],
﻿,,,[],3,[],[],,1,[],,SESSION,,[],,148.0385,40,,,red,,,,,,[],,[0.5827999999998212],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,148.6216,,,resources/pots/red_deepblue.jpg,0,40,,,[],deepblue,,148.6217,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,146.0389,,,,,,,,427215,,,,,test3103025,Win32,148.6218,[0],,[-102],[],148.0385,,test,[],,,poly_3_train,vase,59.88023952,[],,427215,[1],English,,,poly_3_surprise,,[],,[260],,,,[],,,148.0385,148.0387,[],[],
﻿,,,[],14,[],[],,1,[],,SESSION,,[],,150.6217,41,,,green,,,,,,[],,[0.2831999999997379],67cdb331bee8f29618d631dd,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_11h26.45.301,,,,2025-04-09_11h27.00.296,,,150.905,,,resources/pots/green_deepblue.jpg,0,41,,,[],deepblue,,150.905,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,148.6223,,,,,,,,427215,,,,,test3103025,Win32,150.9051,[0],,[-106],[],150.6217,,test,[],,,poly_3_train,vase,59.88023952,[],,427215,[1],English,,,poly_3_surprise,,[],,[257],,,,[],,,150.6217,150.6218,[],[],
﻿,,,,,,,[0],,,[0],SESSION,,,150.9161,,,[1],,lightblue,,,[-279],,[1],,"[""poly_1_surprise_relavent"",""poly_1_surprise_relavent""]",,67cdb331bee8f29618d631dd,0,,,[-143],,[-144],2024.2.4,,poly_1_surprise_relavent,"[""Guess"",""Guess""]",2025-04-09_11h26.45.301,152.9051,[0],,2025-04-09_11h27.00.296,[0],[4.114800000000287],,[-114],0,resources/pots/lightblue_green.jpg,,,,0,,green,,,,,,157.3219,,,[0],,1,,1,poly_2,,,160.2564,[-114],,153.2053,,[1],427215,,,[0],,test3103025,Win32,,,[-114],,,,152.9053,test,,,"[""poly_1_surprise"",""poly_1_surprise""]",poly_2_train,flower,59.88023952,,[1],427215,,English,1,,poly_2_surprise,,,[0.2997999999998058],,153.2055,,157.3219,,,[2.9328000000002703],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,160.2574,,,[1],,green,,,[-281],,[1],,"[""poly_3_surprise_relavent"",""poly_3_surprise_relavent""]",,67cdb331bee8f29618d631dd,0,,,[292],,[277],2024.2.4,,poly_2_surprise_relavent,"[""Guess"",""Guess""]",2025-04-09_11h26.45.301,162.2551,[0],,2025-04-09_11h27.00.296,[1],[2.1831999999997436],,[-115],1,resources/pots/green_purple.jpg,,,,1,,purple,,,,,,167.2885,,,[0],,1,,2,poly_3,,,169.155,[-106],,165.105,,[0],427215,,,[0],,test3103025,Win32,,,[-87],,,,162.2553,test,,,"[""poly_3_surprise"",""poly_3_surprise""]",poly_3_train,flower,59.88023952,,[1],427215,,English,1,,poly_3_surprise,,,[2.8496999999997286],,165.1052,,167.2885,,,[1.8663999999999135],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,169.1553,,,[1],,yellow,,,[-91],,[1],,"[""poly_3_surprise_relavent"",""poly_3_surprise_relavent""]",,67cdb331bee8f29618d631dd,0,,,[324],,[-83],2024.2.4,,poly_3_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_11h26.45.301,171.1552,[0],,2025-04-09_11h27.00.296,[1],[0.9830000000000041],,[-104],2,resources/pots/yellow_deepblue.jpg,,,,2,,deepblue,,,,,,174.3883,,,[0],,1,,3,poly_1,,,175.3383,[-106],,173.4051,,[1],427215,,,[0],,test3103025,Win32,,,[-112],,,,171.1552,test,,,"[""poly_1_surprise"",""poly_1_surprise""]",poly_1_train,flower,59.88023952,,[1],427215,,English,1,,poly_1_surprise,,,[2.249799999999823],,173.4052,,174.3883,,,[0.9498000000002662],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,175.3388,,,[1],,lightblue,,,[-106],,[1],,"[""poly_1_surprise_relavent"",""poly_1_surprise_relavent""]",,67cdb331bee8f29618d631dd,0,,,[-75],,[96],2024.2.4,,poly_1_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_11h26.45.301,177.3382,[0],,2025-04-09_11h27.00.296,[1],[0.6496999999997115],,[-113],3,resources/pots/lightblue_green.jpg,,,,3,,green,,,,,,179.5222,,,[0],,1,,0,poly_2,,,180.1217,[-107],,178.8718,,[1],427215,,,[0],,test3103025,Win32,,,[-103],,,,177.3385,test,,,"[""poly_2_surprise"",""poly_2_surprise""]",poly_2_train,flower,59.88023952,,[1],427215,,English,1,,poly_2_surprise,,,[1.533100000000104],,178.8722,,179.5224,,,[0.5989999999999895],,,,,[0]
﻿182.73900000000003,,,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,67cdb331bee8f29618d631dd,,,,,,,2024.2.4,,,,2025-04-09_11h26.45.301,,,180.1223,2025-04-09_11h27.00.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427215,,,,,test3103025,Win32,,,,,,,,test,,,,,,59.88023952,,,427215,,English,,,,,,,,,,,,,,,,,,
﻿,,9.396,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,5ddf074601fadfe804d466a2,,,,,,,2024.2.4,,,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,554076,,,,,test3103025,Win32,,,,,,,,test,,,,,,60.60606061,,,554076,,English,,,,,,,,,,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.5879999999999974],,,,,,9,yellow,"[""poly_1_train"",""poly_1_train""]",[1],,0,,,,,5ddf074601fadfe804d466a2,,[1],,,[-84],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/yellow_deepblue.jpg,,,11.4509,,,deepblue,,,9.4551,12.0478,0,,,,,,1,,,poly_1,,12.0467,,,11.4517,,,,554076,[0],12.046,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_1_train,flower,60.60606061,,,554076,,English,,[-106],poly_1_surprise,,,,,,0,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.5990999999046345],,,,,,3,lightblue,"[""poly_2_train"",""poly_2_train""]",[1],,0,,,,,5ddf074601fadfe804d466a2,,[1],,,[-89],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/lightblue_purple.jpg,,,14.0503,,,purple,,,12.0491,14.6504,1,,,,,,1,,,poly_2,,14.6502,,,14.0507,,,,554076,[0],14.6501,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_2_train,flower,60.60606061,,,554076,,English,,[90],poly_2_surprise,,,,,,1,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.8329999999999984],,,,,,8,green,"[""poly_3_train"",""poly_3_train""]",[1],,0,,,,,5ddf074601fadfe804d466a2,,[1],,,[-80],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/green_purple.jpg,,,16.6517,,,purple,,,14.651,17.4862,2,,,,,,1,,,poly_3,,17.4861,,,16.6519,,,,554076,[0],17.4853,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_3_train,flower,60.60606061,,,554076,,English,,[285],poly_3_surprise,,,,,,2,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.4937999999523157],,,,,,7,green,"[""poly_3_train"",""poly_3_train""]",[1],,0,,,,,5ddf074601fadfe804d466a2,,[1],,,[-68],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/green_orange.jpg,,,19.4848,,,orange,,,17.4873,19.9792,3,,,,,,1,,,poly_3,,19.9792,,,19.485,,,,554076,[0],19.979,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_3_train,flower,60.60606061,,,554076,,English,,[287],poly_3_surprise,,,,,,3,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,1,green,[],[],,0,,,,,5ddf074601fadfe804d466a2,,[],,,[],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/green_purple.jpg,,,19.9798,,,purple,,,19.9798,19.9801,4,,,,,,1,,,poly_3,,19.9801,,,19.9799,,,,554076,[],19.98,,1,test3103025,Win32,,,,,,,,test,,[],,poly_3_train,flower,60.60606061,,,554076,,English,,[],poly_3_surprise,,,,,,4,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,4,green,[],[],,0,,,,,5ddf074601fadfe804d466a2,,[],,,[],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/green_orange.jpg,,,19.9805,,,orange,,,19.9805,19.9808,5,,,,,,1,,,poly_3,,19.9807,,,19.9806,,,,554076,[],19.9807,,1,test3103025,Win32,,,,,,,,test,,[],,poly_3_train,flower,60.60606061,,,554076,,English,,[],poly_3_surprise,,,,,,5,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,6,green,[],[],,0,,,,,5ddf074601fadfe804d466a2,,[],,,[],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/green_orange.jpg,,,19.981,,,orange,,,19.981,19.9813,6,,,,,,1,,,poly_3,,19.9812,,,19.9811,,,,554076,[],19.9811,,1,test3103025,Win32,,,,,,,,test,,[],,poly_3_train,flower,60.60606061,,,554076,,English,,[],poly_3_surprise,,,,,,6,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,0,lightblue,[],[],,0,,,,,5ddf074601fadfe804d466a2,,[],,,[],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/lightblue_orange.jpg,,,19.9814,,,orange,,,19.9814,19.9817,7,,,,,,1,,,poly_2,,19.9816,,,19.9815,,,,554076,[],19.9816,,1,test3103025,Win32,,,,,,,,test,,[],,poly_2_train,flower,60.60606061,,,554076,,English,,[],poly_2_surprise,,,,,,7,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,2,yellow,[],[],,0,,,,,5ddf074601fadfe804d466a2,,[],,,[],,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/yellow_green.jpg,,,19.9818,,,green,,,19.9818,19.982,8,,,,,,1,,,poly_1,,19.982,,,19.9819,,,,554076,[],19.9819,,1,test3103025,Win32,,,,,,,,test,,[],,poly_1_train,flower,60.60606061,,,554076,,English,,[],poly_1_surprise,,,,,,8,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,5,yellow,[],[],,0,,,,,5ddf074601fadfe804d466a2,,[],,,[],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,resources/pots/yellow_orange.jpg,,,19.9823,,,orange,,,19.9822,19.9824,9,,,,,,1,,,poly_1,,19.9824,,,19.9823,,,,554076,[],19.9824,,1,test3103025,Win32,,,,,,,,test,,[],,poly_1_train,flower,60.60606061,,,554076,,English,,[],poly_1_surprise,,,,,,9,,,,,,,,,
﻿,19.9827,,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,5ddf074601fadfe804d466a2,,,,,,,2024.2.4,,,,2025-04-09_09h28.16.161,,,,2025-04-09_09h28.22.552,,,,,,,,,,,,,7.4422,,,,,,,,,,,,,,,,,,,,,,554076,,,,,test3103025,Win32,,,,,,,,test,,,,,,60.60606061,,,554076,,English,,,,space,,,,,,,,27.4521,,,,,,
